Year,A0_14,A15_64,A65_+,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99plus
2087,153386.429,594697.061,341988.816,9790.571,9864.493,9928.402,10002.008,10072.351,10139.226,10202.429,10262.116,10318.443,10369.4,10414.058,10453.296,10490.179,10525.6,10553.857,10572.907,10586.205,10600.289,10615.097,10631.874,10652.313,10677.015,10704.88,10736.112,10777.227,10831.369,10896.419,10965.419,11037.723,11122.793,11223.986,11336.234,11449.186,11562.601,11677.604,11792.951,11906.261,12016.377,12123.508,12216.421,12289.379,12346.174,12398.775,12447.712,12478.783,12487.056,12479.88,12471.67,12462.114,12452.667,12446.355,12444.73,12446.767,12453.211,12474.948,12517.498,12577.932,12646.047,12721.78,12818.298,12940.464,13082.112,13223.177,13356.83,13519.931,13725.292,13949.31,14146.835,14316.41,14454.795,14552.361,14600.962,14613.506,14601.124,14453.951,14122.914,13659.773,13170.846,12641.461,12092.544,11547.389,10999.62,10424.417,9832.559,9238.705,8649.64,8068.916,7473.868,6904.58,6406.956,5930.383,5455.366,5056.042,4819.414,4429.654,3878.923,3167.221,3003.102,2408.903,5191.074
2088,152562.974,591102.761,340412.627,9725.113,9796.085,9866.665,9930.301,10002.159,10071.53,10138.055,10201.373,10261.666,10319.117,10370.654,10414.834,10452.923,10488.921,10523.578,10550.99,10569.124,10581.485,10594.64,10608.5,10624.593,10644.745,10669.441,10697.311,10728.598,10769.834,10824.138,10889.386,10958.628,11031.204,11116.545,11217.989,11330.463,11443.63,11557.243,11672.373,11787.75,11901.007,12011.023,12117.996,12210.693,12283.38,12339.841,12392.03,12440.478,12470.969,12478.567,12470.619,12461.519,12450.917,12440.417,12433.104,12430.435,12431.15,12435.942,12455.946,12496.75,12555.241,12620.831,12693.375,12786.255,12904.351,13041.265,13176.592,13303.458,13458.438,13654.125,13866.908,14052.067,14208.322,14330.737,14408.962,14435.7,14425.5,14389.252,14217.742,13862.418,13374.812,12860.912,12306.604,11731.353,11157.85,10580.806,9977.347,9358.183,8738.766,8126.583,7525.161,6905.367,6331.138,5838.323,5336.558,4812.843,4414.577,4177.347,3804.811,3291.741,2638.137,2321.261,5491.976
2089,151635.927,587473.45,339117.884,9657.463,9724.706,9793.003,9861.794,9927.599,9997.675,10066.043,10132.186,10195.59,10256.461,10315.009,10367.104,10410.785,10447.706,10482.803,10516.68,10543.235,10560.443,10571.863,10584.082,10596.989,10612.389,10632.245,10656.923,10684.786,10716.113,10757.451,10811.892,10877.308,10946.76,11019.574,11105.146,11206.794,11319.443,11432.772,11546.53,11661.734,11777.087,11890.239,12000.105,12106.869,12199.308,12271.691,12327.791,12379.544,12427.479,12457.377,12464.296,12455.581,12445.594,12433.952,12422.405,12414.093,12410.381,12409.774,12412.912,12431.174,12470.213,12526.734,12589.77,12659.091,12748.291,12862.263,12994.379,13123.905,13243.928,13390.714,13576.638,13778.09,13950.796,14093.661,14200.05,14258.9,14263.766,14230.829,14170.734,13974.969,13595.523,13083.682,12545.05,11966.079,11364.762,10763.181,10157.131,9525.699,8879.517,8234.829,7599.813,6977.974,6333.723,5754.82,5267.041,4740.318,4168.154,3771.13,3533.409,3178.267,2703.092,2107.884,5733.731
2090,150620.572,583783.753,338114.271,9588.858,9651.733,9717.026,9784.067,9852.187,9920.715,9988.982,10056.317,10122.051,10185.514,10246.938,10306.557,10359.186,10402.351,10438.09,10472.273,10505.355,10531.043,10547.32,10557.794,10569.073,10581.022,10595.723,10615.276,10639.926,10667.77,10699.124,10740.545,10795.1,10860.656,10930.288,11003.31,11089.077,11190.886,11303.662,11417.105,11530.961,11646.19,11761.471,11874.469,11984.138,12090.65,12182.791,12254.84,12310.556,12361.852,12409.254,12438.548,12444.786,12435.307,12424.439,12411.762,12399.174,12389.868,12385.115,12383.188,12384.673,12401.187,12438.446,12492.975,12553.432,12619.505,12704.991,12814.794,12942.063,13065.738,13178.873,13317.413,13493.504,13683.55,13843.745,13973.173,14063.506,14102.975,14085.988,14030.35,13946.458,13726.545,13323.161,12787.323,12224.211,11620.844,10993.741,10364.363,9729.591,9070.48,8397.58,7727.916,7070.358,6428.383,5759.971,5176.642,4694.101,4142.668,3522.343,3126.727,2888.614,2551,2113.883,5888.553
2091,149760.158,580813.662,336373.426,9535.553,9591.782,9654.795,9720.296,9787.578,9855.938,9924.727,9993.299,10060.657,10125.978,10188.732,10249.477,10308.417,10360.293,10402.636,10437.532,10470.879,10503.108,10528.18,10544.203,10554.676,10565.967,10577.973,10592.792,10612.501,10637.342,10665.418,10697.034,10738.723,10793.535,10859.333,10929.197,11002.436,11088.362,11190.25,11303.033,11416.44,11530.204,11645.284,11760.36,11873.087,11982.414,12088.509,12180.139,12251.565,12306.557,12357.023,12403.464,12431.775,12437.057,12426.578,12414.479,12400.299,12386.149,12375.289,12368.833,12364.723,12363.476,12376.916,12410.783,12461.396,12517.015,12577.203,12655.966,12758.205,12876.786,12990.364,13092.032,13216.854,13376.504,13547.675,13687.771,13796.168,13862.069,13872.77,13824.041,13736.583,13620.922,13368.54,12932.135,12363.612,11769.422,11136.971,10483.514,9831.224,9177.397,8491.319,7819.11,7170.543,6505.135,5825.667,5174.946,4645.034,4190.993,3677.006,3103.075,2771.612,2441.129,2034.403,5960.1
2092,148853.138,577911.464,334739.174,9483.542,9536.513,9592.436,9655.573,9721.266,9788.773,9857.356,9926.39,9995.252,10062.617,10127.509,10189.539,10249.589,10307.837,10358.946,10400.457,10434.502,10467.004,10498.371,10522.821,10538.585,10549.056,10560.355,10572.416,10587.349,10607.21,10632.236,10660.538,10692.409,10734.354,10789.411,10855.436,10925.516,10998.954,11085.019,11186.961,11299.725,11413.068,11526.714,11641.619,11756.461,11868.892,11977.848,12083.503,12174.598,12245.384,12299.638,12349.263,12394.73,12422.052,12426.375,12414.897,12401.57,12385.887,12370.179,12357.765,12349.607,12343.314,12339.333,12349.693,12380.157,12426.84,12477.602,12531.887,12603.903,12698.545,12808.405,12911.851,13002.017,13113.081,13256.238,13408.479,13528.426,13615.749,13657.182,13639.087,13558.603,13439.319,13291.892,13007.073,12537.724,11936.623,11311.47,10650.061,9970.384,9295.317,8622.574,7909.67,7238.312,6611.014,5937.905,5221.074,4588.214,4111.889,3686.478,3210.091,2682.728,2359.561,1971.357,5950.781
2093,147902.296,575022.409,333250.6,9432.605,9480.231,9533.578,9590.624,9653.868,9719.736,9787.452,9856.24,9925.502,9994.636,10061.99,10126.436,10187.726,10247.066,10304.606,10354.936,10395.603,10428.787,10460.435,10490.932,10514.753,10530.256,10540.721,10552.026,10564.138,10579.182,10599.19,10624.394,10652.915,10685.032,10727.224,10782.512,10848.746,10919.024,10992.643,11078.825,11180.795,11293.51,11406.761,11520.259,11634.959,11749.539,11861.643,11970.202,12075.388,12165.925,12236.053,12289.555,12338.325,12382.806,12409.131,12412.495,12400.02,12385.467,12368.286,12351.023,12337.059,12327.198,12318.724,12312.01,12319.286,12346.338,12389.076,12434.968,12483.334,12548.582,12635.601,12736.708,12829.992,12908.629,13005.902,13132.524,13265.789,13365.551,13431.77,13448.717,13401.822,13289.592,13138.502,12959.336,12642.144,12139.959,11506.424,10850.459,10160.252,9454.522,8756.844,8065.352,7325.795,6655.462,6049.601,5368.963,4614.941,4000.11,3577.511,3180.85,2742.197,2261.552,1916.734,5881.911
2094,146911.493,572076.206,331958.877,9382.269,9424.497,9473.183,9527.461,9585.985,9649.318,9715.342,9783.246,9852.22,9921.688,9991.074,10058.397,10122.379,10182.911,10241.523,10298.338,10347.874,10387.686,10420,10450.786,10480.404,10503.589,10518.824,10529.281,10540.588,10552.748,10567.899,10588.048,10613.423,10642.155,10674.508,10716.934,10772.436,10838.861,10909.315,10983.094,11069.367,11171.334,11283.969,11397.094,11510.411,11624.871,11739.155,11850.9,11959.029,12063.716,12153.669,12223.118,12275.852,12323.753,12367.235,12392.555,12394.959,12381.492,12365.718,12347.044,12328.231,12312.72,12301.162,12290.508,12281.063,12285.254,12308.888,12347.67,12388.678,12431.112,12489.575,12568.947,12661.273,12744.37,12811.458,12894.914,13004.968,13119.221,13198.772,13243.873,13236.334,13160.659,13016.724,12833.88,12623.034,12273.57,11738.705,11072.93,10386.354,9667.559,8935.989,8215.911,7505.878,6739.893,6070.781,5486.53,4798.566,4007.583,3410.958,3042.198,2674.397,2273.599,1839.805,5778.557
2095,145882.544,569009.715,330908.643,9332.015,9368.961,9412.887,9462.949,9518.302,9578.101,9641.501,9707.658,9775.727,9844.863,9914.514,9984.128,10051.397,10114.893,10174.648,10232.513,10288.584,10337.31,10376.253,10407.688,10437.601,10466.331,10488.873,10503.837,10514.281,10525.587,10537.791,10553.043,10573.325,10598.863,10627.795,10660.374,10703.02,10758.717,10825.309,10895.916,10969.829,11056.163,11158.095,11270.61,11383.571,11496.668,11610.85,11724.8,11836.148,11943.811,12047.964,12137.302,12206.049,12257.998,12305.015,12347.485,12371.792,12373.236,12358.782,12341.793,12321.634,12301.278,12284.228,12270.978,12258.15,12245.98,12247.087,12267.296,12302.112,12338.228,12374.721,12426.384,12498.089,12581.61,12654.5,12710.026,12779.649,12873.111,12968.331,13027.661,13051.647,13019.645,12915.241,12739.677,12525.168,12282.742,11901.151,11333.816,10636.054,9919.125,9172.01,8414.87,7672.656,6944.338,6152.207,5484.542,4922.082,4227.031,3399.387,2821.154,2506.312,2167.472,1804.632,5663.374
2096,145074.488,566592.647,329053.373,9297.223,9334.519,9373.345,9418.56,9469.396,9525.086,9584.806,9647.731,9713.378,9781.09,9849.931,9919.095,9988.114,10054.721,10117.493,10176.506,10233.633,10288.952,10337.137,10375.867,10407.315,10437.252,10466.047,10488.705,10503.814,10514.431,10525.948,10538.39,10553.882,10574.394,10600.146,10629.285,10662.058,10704.851,10760.628,10827.242,10897.832,10971.678,11057.904,11159.69,11272.009,11384.706,11497.472,11611.232,11724.654,11835.375,11942.314,12045.624,12134.077,12201.93,12252.923,12298.784,12339.862,12362.711,12362.681,12346.615,12327.612,12304.978,12281.861,12261.787,12245.08,12228.027,12210.756,12206.098,12219.892,12247.393,12274.86,12301.259,12341.397,12400.046,12468.771,12525.139,12562.566,12610.907,12679.153,12745.933,12776.26,12771.586,12705.729,12560.251,12339.742,12082.46,11799.026,11380.977,10783.996,10063.007,9312.081,8565.579,7837.182,7083.903,6304.916,5537.342,4935.217,4408.002,3765.32,3007.174,2453.085,2107.903,1751.303,5563.908
2097,144233.241,564047.357,327406.115,9262.122,9289.702,9333.668,9374.362,9420.851,9472.444,9528.452,9588.071,9650.499,9715.61,9782.941,9851.462,9920.113,9988.512,10054.432,10116.457,10174.706,10231.074,10285.619,10333.247,10371.748,10403.199,10433.149,10461.998,10484.764,10500.013,10510.8,10522.524,10535.2,10550.927,10571.661,10597.618,10626.954,10659.91,10702.833,10758.672,10825.283,10895.831,10969.583,11055.669,11157.273,11269.356,11381.748,11494.142,11607.438,11720.29,11830.344,11936.52,12038.948,12126.483,12193.418,12243.436,12288.123,12327.792,12349.173,12347.668,12329.994,12308.981,12283.877,12258.005,12234.91,12214.75,12193.473,12171.102,12160.674,12168.042,12188.209,12207.009,12223.292,12251.879,12297.437,12351.323,12391.132,12410.427,12437.444,12480.423,12518.708,12519.988,12486.626,12386.901,12200.355,11934.932,11634.923,11310.539,10856.142,10229.698,9485.716,8701.025,7955.405,7256.045,6491.959,5662.528,4919.815,4383.517,3891.774,3301.752,2613.451,2064.032,1710.97,5482.697
2098,143359.698,561314.892,326005.403,9226.343,9250.181,9281.231,9329.024,9371.571,9419.315,9471.645,9527.947,9587.441,9649.346,9713.895,9780.817,9848.99,9917.101,9984.851,10050.058,10111.31,10168.77,10224.358,10278.105,10325.156,10363.414,10394.855,10424.805,10453.697,10476.561,10491.945,10502.897,10514.823,10527.727,10543.683,10564.631,10590.783,10620.303,10653.429,10696.466,10752.342,10818.925,10889.402,10963.029,11048.942,11150.322,11262.123,11374.164,11486.14,11598.926,11711.163,11820.505,11925.875,12027.378,12113.96,12179.948,12228.971,12272.466,12310.709,12330.613,12327.632,12308.357,12285.342,12257.779,12229.16,12203.054,12179.447,12153.953,12126.489,12110.294,12111.23,12124.053,12134.175,12140.333,12157.354,12189.798,12228.819,12252.046,12253.195,12258.872,12276.557,12286.322,12258.546,12196.499,12062.936,11835.385,11525.141,11182.513,10817.297,10326.725,9671.063,8904.382,8086.235,7341.8,6671.77,5897.185,5017.631,4300.087,3829.857,3373.798,2836.691,2218.537,1703.252,5425.025
2099,142474.85,558396.434,324808.654,9190.598,9211.621,9239.488,9273.653,9321.182,9365.566,9414.549,9467.596,9524.174,9583.523,9644.883,9708.849,9775.339,9843.141,9910.688,9977.768,10042.238,10102.697,10159.35,10214.136,10267.07,10313.528,10351.528,10382.948,10412.889,10441.814,10464.768,10480.281,10491.394,10503.519,10516.647,10532.827,10553.981,10580.318,10610.013,10643.297,10686.433,10742.328,10808.859,10879.24,10952.719,11038.427,11139.549,11251.03,11362.683,11474.201,11586.439,11698.022,11806.615,11911.142,12011.688,12097.287,12162.306,12210.317,12252.605,12289.41,12307.831,12303.377,12282.508,12257.499,12227.487,12196.133,12167.025,12139.981,12110.282,12077.736,12055.782,12050.289,12055.766,12057.21,12053.245,12058.698,12078.023,12102.173,12108.817,12091.827,12076.171,12068.567,12049.82,11993.01,11902.312,11734.97,11466.511,11111.571,10726.459,10320.554,9793.99,9109.348,8320.24,7468.933,6725.937,6085.455,5300.64,4371.286,3679.147,3275.117,2854.883,2370.855,1823.031,5390.281
